09/12/2024 05:41:03 PM logger_bingoogolapple___bgaqrcode-android INFO <<<<<<<<<<<<<<<<<< Logger setup anew <<<<<<<<<<<<<<<<<<< (utils.py:39) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:03 PM logger_bingoogolapple___bgaqrcode-android INFO Analyzing repos/repos_400_c_round_two/bingoogolapple___bgaqrcode-android (install_repos.py:285) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.ForwardClientInput.execute(ForwardClientInput.java:72) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.LogAndCheckHealth.execute(LogAndCheckHealth.java:55) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.LogToClient.doBuild(LogToClient.java:62) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.BuildCommandOnly.execute(BuildCommandOnly.java:36) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.EstablishBuildEnvironment.doBuild(EstablishBuildEnvironment.java:81) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.BuildCommandOnly.execute(BuildCommandOnly.java:36) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.StartBuildOrRespondWithBusy$1.run(StartBuildOrRespondWithBusy.java:50) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.DaemonStateCoordinator$1.run(DaemonStateCoordinator.java:295) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.concurrent.ExecutorPolicy$CatchAndRecordFailures.onExecute(ExecutorPolicy.java:63) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.concurrent.ManagedExecutorImpl$1.run(ManagedExecutorImpl.java:46) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.concurrent.ThreadFactoryImpl$ManagedThreadRunnable.run(ThreadFactoryImpl.java:55) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/java.lang.Thread.run(Thread.java:840) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG Caused by: java.lang.ExceptionInInitializerError: Exception org.codehaus.groovy.GroovyBugError [in thread "Daemon worker"] (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.codehaus.groovy.vmplugin.v7.Java7.<clinit>(Java7.java:45) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:77) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/jdk.internal.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/java.lang.reflect.Constructor.newInstanceWithCaller(Constructor.java:500) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/java.lang.reflect.ReflectAccess.newInstance(ReflectAccess.java:128) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/jdk.internal.reflect.ReflectionFactory.newInstance(ReflectionFactory.java:347) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at java.base/java.lang.Class.newInstance(Class.java:645) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.codehaus.groovy.vmplugin.VMPluginFactory.createPlugin(VMPluginFactory.java:57) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.codehaus.groovy.vmplugin.VMPluginFactory.<clinit>(VMPluginFactory.java:39) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG ... 125 more (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG FAILURE: Build failed with an exception. (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG * What went wrong: (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG Could not initialize class org.codehaus.groovy.reflection.ReflectionCache (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG > Exception java.lang.NoClassDefFoundError: Could not initialize class org.codehaus.groovy.vmplugin.v7.Java7 [in thread "Daemon worker"] (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG * Try: (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights. (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG * Get more help at https://help.gradle.org (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG BUILD FAILED in 2s (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Running command: rm -rf .gradle/ (install_repos.py:20) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/bingoogolapple___bgaqrcode-android_build.log (install_repos.py:21) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Running command: rm -rf build/ (install_repos.py:20) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/bingoogolapple___bgaqrcode-android_build.log (install_repos.py:21) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Running Gradle build (install_repos.py:120) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Running command: chmod +x gradlew && ./gradlew build (install_repos.py:20) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/bingoogolapple___bgaqrcode-android_build.log (install_repos.py:21) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG FAILURE: Build failed with an exception. (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG * What went wrong: (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG Could not initialize class org.codehaus.groovy.runtime.InvokerHelper (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG > Exception java.lang.NoClassDefFoundError: Could not initialize class org.codehaus.groovy.reflection.ReflectionCache [in thread "Daemon worker"] (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG * Try: (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights. (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG * Get more help at https://help.gradle.org (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG  (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android DEBUG BUILD FAILED in 0s (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:07 PM logger_bingoogolapple___bgaqrcode-android ERROR Error: Build failed for bingoogolapple___bgaqrcode-android
Build failed for reason: gradle failed (install_repos.py:295) (bingoogolapple___bgaqrcode-android)
