09/12/2024 06:00:46 PM logger_begeekmyfriend___yasea INFO <<<<<<<<<<<<<<<<<< Logger setup anew <<<<<<<<<<<<<<<<<<< (utils.py:39) (begeekmyfriend___yasea)
09/12/2024 06:00:46 PM logger_begeekmyfriend___yasea INFO Analyzing repos/repos_400_c_round_two/begeekmyfriend___yasea (install_repos.py:285) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:395) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:387) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:84) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.run(DelegatingBuildOperationExecutor.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperatingFiringSettingsPreparer.prepareSettings(BuildOperatingFiringSettingsPreparer.java:42) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.prepareSettings(DefaultGradleLauncher.java:210) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.doClassicBuildStages(DefaultGradleLauncher.java:151) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.doBuildStages(DefaultGradleLauncher.java:140) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.executeTasks(DefaultGradleLauncher.java:120) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController$1.create(GradleBuildController.java:74) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController$1.create(GradleBuildController.java:67) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.work.DefaultWorkerLeaseService.withLocks(DefaultWorkerLeaseService.java:180) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.work.StopShieldingWorkerLeaseService.withLocks(StopShieldingWorkerLeaseService.java:40) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController.doBuild(GradleBuildController.java:67) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController.run(GradleBuildController.java:56) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.ExecuteBuildActionRunner.run(ExecuteBuildActionRunner.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.ChainingBuildActionRunner.run(ChainingBuildActionRunner.java:35) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.BuildOutcomeReportingBuildActionRunner.run(BuildOutcomeReportingBuildActionRunner.java:63) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.ValidatingBuildActionRunner.run(ValidatingBuildActionRunner.java:32) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.BuildCompletionNotifyingBuildActionRunner.run(BuildCompletionNotifyingBuildActionRunner.java:39) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner$3.call(RunAsBuildOperationBuildActionRunner.java:51) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner$3.call(RunAsBuildOperationBuildActionRunner.java:45) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:409) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:399) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.call(DefaultBuildOperationExecutor.java:94) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.call(DelegatingBuildOperationExecutor.java:36) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner.run(RunAsBuildOperationBuildActionRunner.java:45) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter$1.transform(InProcessBuildActionExecuter.java:50) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter$1.transform(InProcessBuildActionExecuter.java:47) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.composite.internal.DefaultRootBuildState.run(DefaultRootBuildState.java:80) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter.execute(InProcessBuildActionExecuter.java:47) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter.execute(InProcessBuildActionExecuter.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.BuildTreeScopeBuildActionExecuter.execute(BuildTreeScopeBuildActionExecuter.java:42) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.BuildTreeScopeBuildActionExecuter.execute(BuildTreeScopeBuildActionExecuter.java:28) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.ContinuousBuildActionExecuter.execute(ContinuousBuildActionExecuter.java:87) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.ContinuousBuildActionExecuter.execute(ContinuousBuildActionExecuter.java:55) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SubscribableBuildActionExecuter.execute(SubscribableBuildActionExecuter.java:60) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SubscribableBuildActionExecuter.execute(SubscribableBuildActionExecuter.java:38) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SessionScopeBuildActionExecuter.execute(SessionScopeBuildActionExecuter.java:68) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SessionScopeBuildActionExecuter.execute(SessionScopeBuildActionExecuter.java:38) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.GradleThreadBuildActionExecuter.execute(GradleThreadBuildActionExecuter.java:37) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.GradleThreadBuildActionExecuter.execute(GradleThreadBuildActionExecuter.java:26) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.StartParamsValidatingActionExecuter.execute(StartParamsValidatingActionExecuter.java:60) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.StartParamsValidatingActionExecuter.execute(StartParamsValidatingActionExecuter.java:32) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SessionFailureReportingActionExecuter.execute(SessionFailureReportingActionExecuter.java:56) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SessionFailureReportingActionExecuter.execute(SessionFailureReportingActionExecuter.java:42) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SetupLoggingActionExecuter.execute(SetupLoggingActionExecuter.java:48) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.SetupLoggingActionExecuter.execute(SetupLoggingActionExecuter.java:32) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.ExecuteBuild.doBuild(ExecuteBuild.java:68) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.BuildCommandOnly.execute(BuildCommandOnly.java:37) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.WatchForDisconnection.execute(WatchForDisconnection.java:39) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.ResetDeprecationLogger.execute(ResetDeprecationLogger.java:29) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.RequestStopIfSingleUsedDaemon.execute(RequestStopIfSingleUsedDaemon.java:35) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.ForwardClientInput$2.create(ForwardClientInput.java:78) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.ForwardClientInput$2.create(ForwardClientInput.java:75) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.util.Swapper.swap(Swapper.java:38) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.ForwardClientInput.execute(ForwardClientInput.java:75) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.LogAndCheckHealth.execute(LogAndCheckHealth.java:55) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.LogToClient.doBuild(LogToClient.java:63) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.BuildCommandOnly.execute(BuildCommandOnly.java:37) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.EstablishBuildEnvironment.doBuild(EstablishBuildEnvironment.java:82) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.BuildCommandOnly.execute(BuildCommandOnly.java:37) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.exec.StartBuildOrRespondWithBusy$1.run(StartBuildOrRespondWithBusy.java:52) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.daemon.server.DaemonStateCoordinator$1.run(DaemonStateCoordinator.java:297) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.concurrent.ExecutorPolicy$CatchAndRecordFailures.onExecute(ExecutorPolicy.java:64) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.concurrent.ManagedExecutorImpl$1.run(ManagedExecutorImpl.java:48) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1136) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:635) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.concurrent.ThreadFactoryImpl$ManagedThreadRunnable.run(ThreadFactoryImpl.java:56) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG at java.base/java.lang.Thread.run(Thread.java:840) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG 1 error (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG * Try: (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights. (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG * Get more help at https://help.gradle.org (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:49 PM logger_begeekmyfriend___yasea DEBUG BUILD FAILED in 3s (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Running command: rm -rf .gradle/ (install_repos.py:20) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/begeekmyfriend___yasea_build.log (install_repos.py:21) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Running command: rm -rf build/ (install_repos.py:20) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/begeekmyfriend___yasea_build.log (install_repos.py:21) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Running Gradle build (install_repos.py:120) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Running command: chmod +x gradlew && ./gradlew build (install_repos.py:20) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea INFO Logging output to: logs/repos/repos_400_c_round_two_install_logs_with_make_cmake_gradlew_meson_scons_bazel_2024-09-12_17-35-05/begeekmyfriend___yasea_build.log (install_repos.py:21) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG FAILURE: Build failed with an exception. (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG * Where: (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG Settings file '/INSTALL_C/repos/repos_400_c_round_two/begeekmyfriend___yasea/settings.gradle' (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG * What went wrong: (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG Could not compile settings file '/INSTALL_C/repos/repos_400_c_round_two/begeekmyfriend___yasea/settings.gradle'. (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG > startup failed: (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG General error during semantic analysis: Unsupported class file major version 61 (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG  (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG java.lang.IllegalArgumentException: Unsupported class file major version 61 (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:196) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:177) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:163) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovyjarjarasm.asm.ClassReader.<init>(ClassReader.java:284) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.AsmDecompiler.parseClass(AsmDecompiler.java:81) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.ClassNodeResolver.findDecompiled(ClassNodeResolver.java:251) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.ClassNodeResolver.tryAsLoaderClassOrScript(ClassNodeResolver.java:189) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.ClassNodeResolver.findClassNode(ClassNodeResolver.java:169) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.ClassNodeResolver.resolveName(ClassNodeResolver.java:125) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveClassNullable(AsmReferenceResolver.java:57) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveClass(AsmReferenceResolver.java:44) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveNonArrayType(AsmReferenceResolver.java:79) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.AsmReferenceResolver.resolveType(AsmReferenceResolver.java:70) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.MemberSignatureParser.createMethodNode(MemberSignatureParser.java:57) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode$2.get(DecompiledClassNode.java:234) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode$2.get(DecompiledClassNode.java:231) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode.createMethodNode(DecompiledClassNode.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode.lazyInitMembers(DecompiledClassNode.java:199) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.decompiled.DecompiledClassNode.getDeclaredMethods(DecompiledClassNode.java:122) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassNode.getMethods(ClassNode.java:912) (install_repos.py:38) (begeekmyfriend___yasea)
